file,position,overlap_area
Reslice of 9,53,5614.0
Reslice of 9,54,1047.0
Reslice of 9,55,944.0
Reslice of 9,56,1117.0
Reslice of 9,57,198.0
Reslice of 9,58,345.0
Reslice of 9,59,78.0
Reslice of 9,60,230.0
Reslice of 9,61,715.0
Reslice of 9,62,279.0
Reslice of 9,63,5315.0
Reslice of 9,64,3557.0
Reslice of 9,65,72.0
Reslice of 9,66,112.0
Reslice of 9,67,188.0
Reslice of 9,68,612.0
Reslice of 9,69,155.0
Reslice of 9,70,3378.0
Reslice of 9,71,101.0
Reslice of 9,72,230.0
Reslice of 9,73,231.0
Reslice of 9,74,787.0
Reslice of 9,75,225.0
Reslice of 9,76,27.0
Reslice of 9,77,276.0
Reslice of 9,78,169.0
Reslice of 9,79,13.0
Reslice of 9,80,80.0
Reslice of 9,81,44.0
Reslice of 9,82,83.0
Reslice of 9,83,1247.0
Reslice of 9,84,1346.0
Reslice of 9,85,1557.0
Reslice of 9,86,1507.0
Reslice of 9,87,3174.0
Reslice of 9,88,646.0
Reslice of 9,89,97.0
Reslice of 9,90,84.0
Reslice of 9,91,50.0
Reslice of 9,92,61.0
Reslice of 9,93,407.0
Reslice of 9,94,1479.0
Reslice of 9,95,5577.0
Reslice of 9,96,8738.0
Reslice of 9,97,13411.0
Reslice of 9,98,3933.0
Reslice of 9,99,2711.0
