position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
77,3,4,6,6,6,7,11,13,15,20,22,25,27,28,32,35,39,43,49,56
78,2,4,4,7,9,10,11,14,18,19,21,24,32,36,38,42,43,48,53,59
79,0,2,3,5,7,8,13,15,20,25,31,37,41,44,49,54,64,71,79,82
80,3,3,5,8,8,11,14,22,28,33,37,43,51,55,64,68,75,87,92,100
81,0,3,4,4,5,11,14,18,23,26,27,29,32,35,39,44,49,56,64,75
82,2,3,3,3,5,8,12,13,17,26,29,32,34,38,40,44,49,53,60,66
83,1,4,5,6,9,9,10,14,15,17,24,27,33,37,39,42,48,59,63,70
84,3,3,5,6,7,8,9,14,18,20,27,31,35,37,41,46,53,57,60,68
85,4,4,5,5,7,8,12,14,18,19,22,26,30,33,35,41,48,52,55,58
86,4,5,6,7,10,13,18,22,24,26,28,31,34,37,41,44,48,54,54,58
87,2,2,2,2,2,4,5,7,11,16,17,20,25,27,29,33,38,47,53,57
88,2,3,3,6,6,6,9,12,13,14,15,18,20,26,29,32,37,41,48,53
89,1,3,3,4,8,11,12,13,15,15,24,29,33,38,44,45,50,53,55,58
90,1,1,3,4,4,4,6,9,12,16,18,24,27,32,36,41,49,56,68,77
91,1,2,4,6,9,12,17,19,21,25,31,33,39,42,49,53,60,65,72,76
92,1,2,4,8,9,11,12,13,15,21,23,24,29,31,32,38,46,50,54,59
93,5,5,7,8,8,11,14,17,22,25,27,31,37,40,45,50,53,59,64,66
94,1,1,1,2,3,3,4,6,12,16,20,26,33,40,49,55,63,69,76,84
95,2,3,3,3,4,5,9,12,13,17,22,32,38,40,41,48,49,50,54,58
96,3,4,5,7,8,9,11,11,14,17,17,21,23,24,26,29,34,35,39,47
97,2,3,3,4,4,6,10,14,15,17,20,24,26,31,35,40,47,48,51,57
98,1,4,5,6,6,9,15,18,21,24,28,28,33,37,39,43,44,49,51,55
99,3,4,7,10,11,11,14,15,16,20,23,28,36,39,40,41,46,47,47,49
