position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
66,2,2,2,6,7,9,11,13,16,17,18,20,22,23,26,27,27,28,31,31
67,1,2,2,2,2,3,5,7,9,12,14,16,18,21,22,25,25,27,29,33
68,2,2,3,3,3,3,4,6,8,13,15,17,20,23,26,28,29,32,35,37
69,2,3,4,5,7,7,7,7,8,10,10,10,10,12,17,18,20,24,24,31
70,3,3,3,3,3,4,5,7,9,11,11,12,14,15,16,19,21,23,23,24
71,2,3,3,5,5,6,7,10,11,11,13,13,14,14,17,17,19,19,19,25
72,2,2,2,3,3,3,3,3,4,5,6,6,7,8,8,8,9,10,12,14
73,1,1,3,3,3,4,4,4,5,9,9,9,10,11,13,13,14,15,16,18
74,1,1,1,1,1,2,3,5,5,6,6,6,7,7,7,9,10,11,12,13
75,1,1,1,2,2,4,6,7,7,9,9,9,11,12,12,15,15,16,17,17
76,2,2,3,3,3,3,3,4,6,7,7,9,10,10,10,10,12,12,13,14
77,1,2,2,2,2,4,4,5,5,5,9,9,10,10,13,13,13,13,14,17
78,2,2,2,2,2,3,4,6,7,8,9,10,10,10,12,13,14,14,16,19
79,3,3,3,3,6,6,6,6,7,7,9,11,12,12,13,18,20,21,21,22
80,1,1,2,3,3,4,5,5,5,6,7,8,11,11,13,13,15,17,18,19
81,1,3,3,3,3,3,3,6,6,7,8,8,10,12,12,14,14,16,17,18
82,3,3,4,4,6,7,8,9,10,11,12,13,13,15,17,18,18,21,21,21
83,3,3,4,6,7,7,7,8,11,11,11,11,11,13,17,18,19,20,22,24
84,2,2,2,2,3,3,5,5,6,6,8,8,10,10,10,10,12,15,19,20
85,3,4,6,7,7,8,8,8,9,9,9,11,12,14,15,15,16,17,17,17
86,3,3,4,4,4,5,6,8,12,13,16,18,20,20,21,22,23,24,29,33
87,2,3,3,4,4,4,6,6,6,7,8,10,11,13,15,16,18,20,24,28
88,1,2,2,2,4,6,10,10,11,13,13,16,17,17,18,20,21,21,22,25
89,1,1,1,2,2,3,3,4,4,5,7,7,10,13,14,15,15,15,18,21
90,2,3,4,5,5,6,6,6,7,8,8,10,10,11,11,13,16,16,17,17
91,2,4,5,5,5,5,6,6,6,6,6,7,8,10,10,11,12,14,16,16
92,2,3,3,3,3,6,6,7,7,8,10,10,11,11,11,11,12,14,15,18
93,1,2,5,7,9,10,11,13,14,16,18,19,20,21,21,24,24,27,28,30
94,3,5,5,5,5,6,6,6,6,7,8,12,12,15,15,16,18,19,21,22
95,2,3,6,7,7,7,7,8,9,11,13,13,14,15,16,17,17,17,17,17
96,2,5,7,7,7,9,9,10,10,11,12,14,15,18,19,19,20,21,22,24
97,4,5,7,8,9,11,12,14,15,16,16,16,17,19,21,22,23,23,25,27
98,3,4,5,6,7,8,9,9,9,10,10,10,12,13,13,13,15,16,17,18
99,2,2,3,3,3,3,4,6,6,7,10,12,14,17,17,18,19,21,22,23
