position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
30,1,2,2,2,2,4,4,5,5,5,5,7,8,9,10,13,17,19,21,22
31,2,2,2,2,8,10,14,15,16,17,18,20,22,24,28,29,31,32,35,37
32,2,3,3,3,4,5,5,6,7,8,11,15,19,19,23,27,28,31,34,36
33,1,1,4,4,5,5,7,8,10,12,12,12,15,16,19,26,29,31,34,38
34,3,4,5,6,7,8,8,9,9,10,11,12,13,17,20,24,29,31,33,38
35,1,1,1,1,1,3,4,5,6,7,10,12,13,15,16,18,23,27,29,30
36,2,3,3,3,4,6,9,11,14,15,15,18,18,20,24,25,30,32,36,45
37,0,2,3,5,6,6,6,9,10,11,13,15,18,21,28,32,35,39,41,48
38,3,4,5,7,8,11,13,16,17,19,20,21,23,25,28,29,32,38,41,44
39,2,3,3,5,5,5,5,5,6,7,8,12,15,16,20,21,25,25,28,30
40,4,5,7,7,9,11,12,14,16,17,21,22,25,27,28,31,31,32,34,39
41,2,2,3,3,3,5,6,7,9,11,12,13,15,18,22,23,24,25,26,28
42,2,3,7,8,8,8,8,9,12,14,17,18,21,26,37,40,43,46,49,51
43,1,1,2,2,2,3,4,8,9,12,13,13,14,15,18,21,24,25,31,38
44,1,1,1,3,5,9,10,12,18,25,27,29,30,32,34,36,37,39,41,42
45,1,1,2,2,3,5,9,9,12,13,13,16,17,19,23,25,29,32,35,42
46,2,2,2,2,2,3,5,5,5,6,6,6,6,9,12,14,16,20,25,32
47,1,1,3,3,3,3,3,4,5,5,5,8,8,9,9,11,13,15,16,17
48,1,1,1,1,2,2,3,4,4,4,6,8,8,10,10,12,12,14,15,16
49,1,1,1,2,2,2,3,3,3,5,6,8,8,9,12,12,16,17,19,19
50,1,1,2,2,2,3,4,5,6,7,10,11,15,15,16,17,20,21,24,28
51,2,3,3,3,3,3,5,5,7,7,9,9,9,10,10,12,15,16,16,17
52,1,2,2,2,3,3,4,4,4,4,4,4,4,5,5,7,7,7,8,8
53,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,5,5,5,7
54,1,1,1,2,2,2,3,4,4,5,6,6,6,7,8,8,8,9,11,12
55,2,2,2,3,3,3,3,3,3,3,5,5,6,6,7,7,7,8,8,10
56,1,1,1,1,1,2,3,4,5,5,6,6,7,7,8,9,9,10,11,13
57,1,1,2,2,2,2,3,3,4,5,5,5,7,7,10,10,10,12,12,13
58,1,1,1,2,2,3,4,4,4,5,5,5,5,6,8,10,10,11,13,15
59,2,2,2,2,3,4,4,8,9,10,13,16,18,20,22,24,28,32,35,36
60,1,2,5,5,7,8,9,10,12,12,13,15,18,19,21,23,25,26,28,29
61,1,2,2,2,3,4,4,4,6,7,7,9,9,11,15,16,17,18,23,24
62,2,3,3,4,5,7,7,9,9,9,9,9,11,12,16,22,24,27,27,31
63,1,1,1,1,2,3,6,7,8,12,16,16,18,18,21,22,23,24,27,31
64,2,2,2,2,2,3,4,4,4,6,9,10,10,12,14,14,17,21,23,24
65,1,1,4,5,7,7,9,10,11,12,15,16,17,18,18,21,24,24,27,27
66,2,5,5,5,5,6,8,8,9,9,9,9,11,14,14,18,19,21,24,28
67,1,1,1,1,1,3,3,3,4,6,7,10,15,18,19,21,22,24,24,26
68,2,2,2,2,3,3,3,4,4,4,4,8,8,9,10,13,16,18,19,21
69,2,2,2,3,3,3,4,6,9,11,12,15,18,18,22,25,25,25,29,30
70,1,2,2,2,2,3,4,4,6,8,9,10,10,13,14,17,18,19,22,22
71,1,1,1,1,1,2,4,7,7,8,9,9,11,11,12,13,14,15,18,19
72,1,1,1,1,1,1,1,2,2,4,7,7,8,9,12,14,14,16,18,18
73,1,1,2,2,2,2,2,2,2,5,8,10,12,13,13,14,15,16,18,20
74,2,2,3,5,7,9,9,9,9,9,12,12,13,14,14,14,14,14,15,18
75,1,1,1,1,1,2,2,3,5,5,5,5,6,6,8,10,13,14,18,19
76,0,0,0,1,1,1,2,3,4,6,8,9,12,14,14,15,16,18,22,26
77,1,1,1,1,2,2,2,4,5,7,8,9,10,10,10,11,12,13,14,17
78,2,2,2,5,5,5,5,5,6,7,7,7,7,10,11,15,17,18,18,19
79,1,2,2,2,2,4,5,5,5,5,6,8,8,8,8,9,10,11,12,13
80,1,1,1,2,2,4,4,5,6,7,7,8,8,8,8,8,8,8,9,9
81,2,2,2,2,3,3,3,3,3,4,4,5,6,7,9,9,9,12,12,14
82,2,3,7,9,9,9,13,16,22,22,23,25,25,25,26,27,27,27,28,28
83,1,1,2,2,3,3,3,5,6,7,8,9,9,11,13,14,17,18,20,23
84,1,1,1,1,1,1,1,1,1,2,2,3,5,8,10,11,11,15,18,20
85,1,3,3,3,3,3,4,4,4,5,6,6,7,7,8,9,10,11,12,16
86,1,1,2,2,3,4,4,5,7,7,9,9,11,11,15,17,19,19,20,21
87,2,2,3,3,4,4,5,5,5,6,7,10,11,11,11,13,14,15,15,20
88,1,2,2,2,2,3,3,4,4,5,7,10,12,17,17,20,21,24,27,30
89,1,1,2,2,2,3,3,4,4,4,5,5,6,6,7,10,10,10,13,14
90,1,1,2,2,4,4,4,4,4,4,4,5,5,6,6,6,6,6,7,8
91,3,4,4,5,5,6,7,7,7,7,7,8,8,9,11,11,11,11,11,11
92,1,1,1,1,2,2,3,3,3,5,5,6,6,6,6,7,7,7,9,9
93,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,7,11,12,12
94,3,3,4,4,4,7,9,11,13,14,15,15,15,17,22,23,24,24,25,26
95,1,2,2,3,3,4,4,4,5,7,7,8,10,11,11,12,17,22,24,26
96,1,2,3,3,3,3,4,7,7,11,12,12,13,14,16,18,21,22,22,24
97,2,2,2,2,2,3,4,4,5,7,8,11,11,11,11,11,11,12,13,13
98,0,1,3,3,3,3,3,4,4,5,5,6,7,11,11,11,11,11,11,11
99,1,2,2,3,4,4,4,4,4,5,6,7,8,9,11,11,11,12,13,14
