position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
57,1,1,1,4,4,4,6,7,11,17,19,23,24,30,33,37,41,46,50,56
58,1,2,5,5,6,10,12,15,22,27,28,28,32,33,35,37,39,41,45,53
59,2,3,3,4,6,6,8,9,13,15,17,18,20,24,27,33,37,39,40,45
60,2,2,4,4,5,6,7,9,11,12,13,15,15,15,17,19,24,27,31,35
61,3,3,5,6,6,7,7,8,10,11,12,13,13,13,15,18,21,25,30,31
62,3,3,3,3,5,6,8,11,13,15,16,18,24,27,29,32,36,37,41,43
63,1,3,4,4,5,5,5,7,9,11,12,19,21,22,29,32,39,48,50,54
64,2,5,6,6,8,8,9,11,15,15,17,18,22,24,26,28,30,35,35,38
65,1,1,2,2,2,2,2,2,2,3,5,9,11,15,17,18,22,25,27,30
66,1,2,3,5,5,6,7,8,8,12,15,17,22,25,25,27,31,34,36,40
67,2,3,3,5,6,7,8,9,10,12,13,15,21,24,27,28,31,36,40,47
68,2,2,4,4,5,5,8,9,10,10,12,14,16,17,20,27,28,30,36,41
69,1,2,2,2,2,3,4,4,5,7,8,9,11,12,15,15,18,19,24,28
70,2,2,3,3,3,5,5,7,9,11,13,15,15,17,17,20,20,25,29,30
71,2,2,2,5,5,6,9,11,11,11,12,13,15,16,18,19,21,28,30,32
72,2,4,4,4,4,6,9,10,11,12,14,14,18,20,21,22,26,27,30,30
73,3,3,4,4,6,6,6,7,9,10,13,14,14,17,18,19,20,24,26,30
74,3,3,4,4,5,5,6,6,7,8,8,9,9,11,12,14,17,18,20,23
75,2,2,4,5,5,8,8,10,12,12,14,15,18,21,24,29,30,31,33,35
76,3,4,5,5,6,7,8,12,14,18,20,24,29,32,34,35,37,39,40,41
77,2,2,2,4,4,6,9,10,11,12,14,16,18,20,21,22,22,24,24,25
78,3,6,7,8,9,9,10,13,15,16,17,18,18,19,21,23,26,30,31,32
79,4,4,4,5,7,7,9,11,11,14,15,19,22,25,31,35,41,44,47,52
80,2,2,2,2,5,6,8,10,19,20,22,22,24,26,28,29,33,41,47,56
81,1,1,2,3,3,6,11,15,16,18,18,19,20,22,25,29,32,34,36,37
82,1,2,3,3,3,3,4,5,6,8,8,9,10,12,13,15,21,26,31,36
83,2,3,3,4,8,14,15,16,21,22,26,28,30,33,34,37,39,40,42,47
84,1,1,2,2,3,3,3,5,5,6,7,10,12,13,16,21,24,27,29,32
85,1,2,3,4,5,6,7,7,9,12,17,20,26,26,30,34,38,38,44,47
86,1,2,2,3,6,7,10,11,14,16,18,20,21,24,24,29,34,35,42,44
87,1,1,3,3,5,8,11,14,15,19,23,23,25,27,31,35,41,43,47,50
88,3,3,4,5,7,7,9,13,14,16,20,21,23,25,26,28,29,34,38,43
89,2,5,5,6,7,9,10,16,17,22,23,24,27,29,35,37,41,48,52,54
90,2,4,5,7,7,9,11,12,14,17,22,27,29,31,35,36,42,48,52,61
91,3,3,4,4,6,7,8,8,11,12,15,17,21,23,28,32,36,38,45,48
92,4,4,7,8,12,13,14,15,16,18,22,25,27,27,28,30,31,34,36,38
93,2,3,5,6,7,7,10,10,12,12,13,13,17,18,21,23,28,28,29,31
94,4,4,4,6,8,9,10,12,13,14,15,16,18,19,22,25,28,30,35,41
95,2,3,3,4,4,4,6,7,9,10,11,12,13,14,18,19,20,21,27,28
96,2,2,4,6,6,8,9,10,13,14,16,19,22,22,23,28,30,34,37,42
97,3,4,4,7,8,10,12,13,16,18,20,21,21,25,28,32,37,40,46,51
98,1,2,6,7,10,10,12,13,17,21,24,27,31,31,35,37,43,47,49,53
99,3,3,3,3,4,6,7,10,16,18,22,22,23,28,29,30,32,35,43,46
