position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
31,10.0,40.0,125.0,253.0,425.0,890.0,2139.0,3234.0,4520.0,6461.0,9381.0,13059.0,17313.0,21677.0,26506.0,31151.0,35761.0,40427.0,45682.0,51624.0
32,26.0,185.0,540.0,935.0,1561.0,2492.0,4760.0,8084.0,11569.0,14626.0,18005.0,21273.0,24825.0,28503.0,32559.0,36905.0,41993.0,48126.0,54720.0,61970.0
33,8.0,132.0,676.0,1683.0,3239.0,4949.0,7436.0,9811.0,12494.0,15616.0,18959.0,22760.0,27127.0,31328.0,36160.0,41165.0,46778.0,52594.0,59196.0,66774.0
34,23.0,208.0,571.0,1315.0,2663.0,4564.0,7705.0,11086.0,15372.0,20394.0,25164.0,30392.0,36848.0,43133.0,50198.0,57689.0,66205.0,74748.0,83774.0,93412.0
35,724.0,2537.0,5241.0,8281.0,12268.0,16466.0,22191.0,28301.0,35022.0,42555.0,50486.0,58565.0,68233.0,78042.0,89049.0,100452.0,112766.0,125332.0,139013.0,153930.0
36,227.0,906.0,2355.0,4471.0,7541.0,10545.0,14541.0,18416.0,22353.0,26656.0,31155.0,36243.0,42024.0,47700.0,53763.0,59996.0,66951.0,74596.0,83125.0,92877.0
37,298.0,1119.0,2416.0,4122.0,6104.0,7583.0,9504.0,11827.0,15405.0,20178.0,25508.0,31247.0,38743.0,46009.0,53403.0,60569.0,68045.0,75619.0,84067.0,93473.0
38,729.0,2489.0,4674.0,6623.0,8765.0,10931.0,13432.0,15989.0,18788.0,21775.0,24972.0,28873.0,34862.0,42104.0,50672.0,59885.0,69294.0,79052.0,89616.0,102798.0
39,552.0,1995.0,4115.0,6028.0,8192.0,10116.0,12549.0,15192.0,18178.0,22336.0,27527.0,34400.0,42555.0,50000.0,58472.0,69484.0,82769.0,95603.0,108896.0,123536.0
40,5.0,47.0,104.0,197.0,446.0,1113.0,2663.0,4771.0,8218.0,12327.0,16110.0,19484.0,23384.0,27490.0,32199.0,38001.0,45791.0,52881.0,59963.0,67132.0
41,136.0,324.0,567.0,847.0,1313.0,1766.0,2844.0,4306.0,6389.0,9056.0,11514.0,14325.0,17294.0,20254.0,23612.0,27275.0,31241.0,35466.0,39890.0,45011.0
42,36.0,154.0,337.0,560.0,1240.0,1956.0,3040.0,3996.0,5137.0,6643.0,8258.0,9893.0,12005.0,14164.0,16409.0,18962.0,22127.0,25604.0,29434.0,34508.0
43,14.0,140.0,424.0,879.0,1415.0,1868.0,2714.0,4061.0,6162.0,8395.0,10536.0,12933.0,15630.0,18742.0,22669.0,25898.0,29262.0,32495.0,36567.0,42222.0
44,59.0,247.0,587.0,965.0,1442.0,2010.0,3152.0,4243.0,5383.0,6606.0,8200.0,10656.0,13495.0,16464.0,19934.0,23385.0,26795.0,30171.0,34091.0,38548.0
45,3.0,110.0,367.0,739.0,1185.0,1610.0,2487.0,3566.0,4635.0,6124.0,7637.0,9440.0,11773.0,14559.0,17763.0,20721.0,24279.0,28378.0,32985.0,37757.0
46,9.0,68.0,166.0,339.0,641.0,1005.0,1605.0,2479.0,3931.0,6167.0,8453.0,10727.0,13410.0,16350.0,19565.0,22825.0,26273.0,29928.0,34079.0,39331.0
47,107.0,308.0,525.0,792.0,1082.0,1277.0,1775.0,2534.0,3817.0,6078.0,8868.0,12172.0,15833.0,19286.0,22779.0,26531.0,31869.0,36033.0,39865.0,44068.0
48,41.0,176.0,324.0,485.0,782.0,1143.0,1952.0,3226.0,4674.0,6402.0,8267.0,10249.0,12647.0,14848.0,17099.0,19265.0,21482.0,23604.0,25841.0,28361.0
49,68.0,129.0,175.0,323.0,688.0,1043.0,1649.0,2694.0,3982.0,5681.0,7206.0,8648.0,10315.0,11992.0,13876.0,15886.0,18571.0,21053.0,23510.0,26271.0
50,8.0,133.0,631.0,1144.0,1853.0,2705.0,3952.0,5318.0,6976.0,8847.0,10538.0,12232.0,14513.0,16690.0,19146.0,22006.0,25112.0,28200.0,31349.0,35033.0
51,94.0,516.0,1180.0,1855.0,2704.0,3657.0,5117.0,6701.0,8511.0,10412.0,12584.0,15038.0,17829.0,20418.0,22999.0,25495.0,28329.0,31248.0,34366.0,38709.0
52,122.0,544.0,1397.0,2455.0,3733.0,5279.0,7683.0,10549.0,13472.0,16888.0,20356.0,23878.0,28170.0,31918.0,35422.0,38867.0,43365.0,49310.0,56346.0,65092.0
53,1191.0,4775.0,11488.0,19354.0,29106.0,37461.0,47514.0,57054.0,67553.0,78728.0,89835.0,100148.0,110083.0,119030.0,128304.0,137307.0,146599.0,155482.0,164725.0,174812.0
54,48.0,830.0,3162.0,6468.0,9819.0,12210.0,15405.0,18685.0,22515.0,26940.0,31242.0,35665.0,41209.0,46638.0,52465.0,58947.0,66456.0,74510.0,83346.0,93297.0
55,326.0,874.0,1350.0,1895.0,2410.0,2952.0,3628.0,4380.0,5172.0,6128.0,7367.0,8544.0,9923.0,11602.0,13404.0,15398.0,17623.0,20183.0,23292.0,27032.0
56,817.0,2532.0,4658.0,6741.0,8749.0,10540.0,12870.0,15268.0,17861.0,20484.0,23177.0,26181.0,29507.0,33131.0,36738.0,39994.0,43522.0,47353.0,51782.0,57119.0
57,0.0,139.0,898.0,2712.0,5670.0,8076.0,11557.0,14946.0,18908.0,23006.0,26647.0,30261.0,34328.0,38500.0,43000.0,47677.0,52745.0,58139.0,63707.0,69931.0
58,82.0,307.0,539.0,910.0,2110.0,4082.0,8206.0,12365.0,16478.0,20822.0,25066.0,29544.0,34711.0,39523.0,44529.0,49812.0,55415.0,61338.0,68024.0,75826.0
59,12.0,66.0,177.0,330.0,530.0,778.0,2062.0,4225.0,7194.0,10152.0,12858.0,15869.0,19825.0,24361.0,30398.0,36859.0,44057.0,51859.0,60165.0,69458.0
60,117.0,287.0,448.0,612.0,961.0,1321.0,1815.0,2802.0,4772.0,8287.0,13297.0,18889.0,25385.0,31874.0,38403.0,44580.0,52341.0,62227.0,72781.0,83245.0
61,202.0,613.0,1454.0,2596.0,3759.0,5162.0,7581.0,10594.0,14000.0,17889.0,21925.0,26130.0,31444.0,37103.0,43612.0,50875.0,60395.0,72915.0,88824.0,109223.0
62,31.0,239.0,539.0,812.0,1484.0,2926.0,6753.0,12383.0,19834.0,30236.0,42414.0,55885.0,72684.0,90170.0,109926.0,131124.0,154720.0,178958.0,204802.0,233572.0
63,1171.0,4584.0,10517.0,17752.0,27244.0,36600.0,49660.0,63715.0,79607.0,97450.0,115490.0,133892.0,154698.0,175055.0,197147.0,220350.0,245486.0,271461.0,299612.0,331070.0
64,794.0,3050.0,6894.0,11642.0,18048.0,24151.0,31613.0,38940.0,47677.0,58448.0,71268.0,84938.0,101313.0,117649.0,135740.0,155350.0,176473.0,198606.0,221386.0,246674.0
65,4.0,55.0,219.0,506.0,1147.0,1948.0,3292.0,4904.0,7280.0,10553.0,14563.0,19539.0,25951.0,32616.0,40228.0,48128.0,56730.0,65794.0,75456.0,86288.0
66,5.0,80.0,374.0,625.0,823.0,1144.0,1637.0,2291.0,3133.0,4476.0,5873.0,7425.0,9536.0,12117.0,15464.0,19348.0,23534.0,28372.0,33864.0,40963.0
67,20.0,163.0,402.0,758.0,1262.0,1790.0,2663.0,4116.0,6341.0,9716.0,13669.0,17930.0,23149.0,28066.0,32656.0,38603.0,46594.0,55471.0,64937.0,75910.0
68,203.0,535.0,976.0,1405.0,1860.0,2290.0,2937.0,3674.0,4588.0,7055.0,12235.0,19651.0,30022.0,41651.0,54688.0,66412.0,77371.0,87055.0,96711.0,107339.0
69,11.0,140.0,448.0,1252.0,2876.0,5320.0,9766.0,15476.0,23102.0,32856.0,43813.0,53951.0,63468.0,71781.0,80365.0,88744.0,97568.0,106218.0,115335.0,125176.0
70,787.0,2950.0,6260.0,9931.0,14186.0,17760.0,22296.0,27373.0,32870.0,39749.0,46550.0,52879.0,59886.0,66540.0,73451.0,80784.0,88277.0,95794.0,103624.0,112252.0
71,25.0,121.0,440.0,1665.0,4389.0,8124.0,14090.0,20846.0,28456.0,36172.0,42741.0,49279.0,56648.0,64528.0,73251.0,82856.0,93872.0,103480.0,113100.0,123385.0
72,24.0,266.0,706.0,1268.0,2207.0,2808.0,3702.0,4737.0,5851.0,7193.0,9028.0,11398.0,15119.0,19638.0,25349.0,32370.0,43174.0,56090.0,70815.0,86629.0
