position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
0,7.0,40.0,128.0,321.0,607.0,1382.0,3364.0,5920.0,8311.0,10562.0,12669.0,15137.0,18172.0,20926.0,24283.0,28287.0,33546.0,38900.0,44975.0,51780.0
1,68.0,202.0,588.0,1364.0,2892.0,4850.0,7629.0,10646.0,14158.0,18397.0,23335.0,28555.0,34981.0,41546.0,49391.0,58473.0,68230.0,78688.0,90566.0,105081.0
2,392.0,1306.0,2864.0,4817.0,7353.0,10203.0,13920.0,17373.0,21925.0,27809.0,34239.0,41526.0,50508.0,60267.0,71824.0,84249.0,96727.0,108732.0,121188.0,134917.0
3,1.0,18.0,166.0,666.0,2559.0,4824.0,8187.0,11926.0,16808.0,23051.0,29928.0,37491.0,46508.0,55492.0,64911.0,73739.0,82272.0,90812.0,100283.0,110983.0
4,12.0,101.0,340.0,729.0,1348.0,1944.0,2932.0,4191.0,5661.0,7553.0,9945.0,13137.0,17552.0,22873.0,30351.0,38185.0,46078.0,54022.0,63290.0,73186.0
5,0.0,9.0,84.0,276.0,608.0,855.0,1489.0,2593.0,3432.0,4152.0,5049.0,5804.0,6880.0,8287.0,10399.0,12514.0,14867.0,19249.0,24305.0,29596.0
6,447.0,2073.0,4999.0,8752.0,14195.0,19486.0,26336.0,33524.0,41686.0,50592.0,59166.0,67914.0,77959.0,87913.0,98835.0,110882.0,124172.0,136677.0,149194.0,162528.0
7,518.0,2033.0,4205.0,6435.0,9458.0,12882.0,17681.0,22697.0,28928.0,36542.0,44107.0,52245.0,62303.0,72568.0,83765.0,95962.0,109078.0,122568.0,137227.0,154373.0
8,64.0,556.0,1486.0,2903.0,5066.0,7141.0,9908.0,13074.0,17019.0,21715.0,26199.0,30305.0,35315.0,39946.0,44954.0,50666.0,56774.0,62999.0,69632.0,76719.0
9,186.0,722.0,1749.0,3287.0,5858.0,8464.0,12278.0,16534.0,21467.0,27078.0,33062.0,40112.0,48604.0,56656.0,64960.0,72957.0,80277.0,87027.0,94410.0,103063.0
10,89.0,199.0,333.0,524.0,824.0,1204.0,1809.0,2791.0,3938.0,5526.0,7234.0,9736.0,13397.0,18073.0,24245.0,31724.0,40374.0,48982.0,57772.0,67816.0
11,21.0,140.0,263.0,419.0,795.0,1358.0,2172.0,3156.0,4367.0,5647.0,6890.0,8306.0,10128.0,12385.0,15176.0,18713.0,22371.0,26026.0,31031.0,37248.0
12,13.0,170.0,418.0,775.0,1357.0,2396.0,4536.0,7163.0,10747.0,15973.0,22063.0,28072.0,34202.0,40753.0,48258.0,56273.0,64028.0,71786.0,79929.0,89760.0
13,6.0,149.0,862.0,1880.0,2948.0,3820.0,4926.0,6090.0,7327.0,8768.0,10495.0,12602.0,15664.0,19273.0,23500.0,27841.0,32411.0,37340.0,43016.0,50092.0
14,6.0,65.0,341.0,1080.0,2447.0,4166.0,7339.0,11306.0,15810.0,20901.0,26038.0,30997.0,36132.0,41121.0,46679.0,52814.0,59356.0,65805.0,72472.0,79956.0
15,41.0,148.0,420.0,938.0,1804.0,2532.0,3500.0,4506.0,5921.0,7787.0,10791.0,14688.0,19655.0,25523.0,32203.0,39361.0,47879.0,56845.0,66340.0,77027.0
16,296.0,1119.0,2549.0,4195.0,6327.0,9142.0,12277.0,15277.0,18518.0,22248.0,26621.0,31443.0,36613.0,41327.0,46231.0,52373.0,59333.0,66369.0,74104.0,82775.0
17,496.0,2069.0,4551.0,7417.0,11888.0,16027.0,20649.0,24574.0,28505.0,32895.0,37914.0,43467.0,49827.0,55338.0,61381.0,68060.0,75874.0,84735.0,94970.0,107396.0
18,115.0,1143.0,4170.0,8925.0,16793.0,26555.0,41905.0,59638.0,80582.0,103841.0,125649.0,147039.0,171135.0,194645.0,219708.0,245238.0,271707.0,299095.0,328506.0,361411.0
19,2819.0,11058.0,26689.0,49125.0,84234.0,122358.0,175281.0,231400.0,294212.0,364290.0,428645.0,488498.0,550690.0,605226.0,658986.0,708970.0,755842.0,797649.0,836757.0,876335.0
20,97.0,505.0,1326.0,2260.0,3944.0,6990.0,14073.0,25062.0,40407.0,60575.0,82793.0,107529.0,138118.0,169384.0,204474.0,241673.0,282346.0,324738.0,370490.0,421236.0
21,65.0,262.0,699.0,1261.0,1837.0,2304.0,3074.0,4281.0,5959.0,8038.0,10382.0,12786.0,15863.0,19394.0,24265.0,30353.0,37629.0,45366.0,53443.0,62651.0
22,3.0,51.0,187.0,373.0,694.0,1046.0,1630.0,2419.0,3706.0,6183.0,8787.0,11391.0,14602.0,17913.0,21101.0,24059.0,27366.0,30724.0,35256.0,41304.0
23,0.0,45.0,138.0,496.0,1242.0,2010.0,3144.0,4523.0,6184.0,8417.0,10907.0,13587.0,16927.0,21362.0,28099.0,37207.0,49133.0,63212.0,80134.0,100189.0
24,87.0,217.0,491.0,929.0,1736.0,3051.0,5142.0,7662.0,10403.0,13324.0,16139.0,19376.0,23181.0,27220.0,31873.0,37080.0,43020.0,49416.0,57010.0,66131.0
25,538.0,2085.0,4103.0,6537.0,9974.0,13534.0,18666.0,23408.0,27725.0,32449.0,36731.0,41031.0,45915.0,51090.0,56940.0,63474.0,71064.0,79871.0,90269.0,102251.0
26,505.0,1953.0,4247.0,7046.0,11026.0,15223.0,20475.0,25092.0,30083.0,37935.0,48332.0,59662.0,71810.0,83233.0,95438.0,108003.0,121018.0,133748.0,147322.0,163293.0
27,85.0,299.0,631.0,1248.0,2492.0,4052.0,6338.0,9054.0,12457.0,16452.0,20713.0,25311.0,30755.0,36758.0,43840.0,51612.0,60526.0,70010.0,80391.0,93128.0
28,16.0,183.0,466.0,925.0,1707.0,2670.0,4274.0,6016.0,8028.0,10275.0,12727.0,15323.0,18412.0,21479.0,24806.0,28381.0,32277.0,36425.0,40973.0,46331.0
29,483.0,1438.0,3105.0,5926.0,10079.0,14653.0,20507.0,27011.0,35606.0,45890.0,56325.0,66813.0,79580.0,93452.0,109938.0,127150.0,144908.0,161959.0,178501.0,195885.0
