position,4um,8um,12um,16um,20um,24um,28um,32um,36um,40um,44um,48um,52um,56um,60um,64um,68um,72um,76um,80um
0,2.0,23.0,120.0,428.0,1481.0,2647.0,3884.0,5652.0,8446.0,12395.0,17668.0,25287.0,36865.0,50713.0,68285.0,86586.0,105658.0,125678.0,147978.0,174018.0
1,8.0,51.0,166.0,1439.0,6191.0,13397.0,26043.0,41247.0,60492.0,85406.0,113613.0,144978.0,181963.0,219016.0,261294.0,306108.0,351347.0,395705.0,440656.0,487752.0
2,3166.0,11727.0,25871.0,42231.0,63821.0,85610.0,114215.0,143017.0,171429.0,199619.0,226411.0,252199.0,280315.0,306965.0,334453.0,362312.0,392061.0,423141.0,458068.0,500708.0
3,3121.0,11641.0,25693.0,41295.0,59259.0,75032.0,95360.0,115572.0,137167.0,159529.0,180413.0,200534.0,221759.0,241214.0,260633.0,279779.0,299693.0,319301.0,340059.0,362490.0
4,19.0,167.0,531.0,1242.0,3030.0,5723.0,10797.0,16656.0,24101.0,34092.0,44292.0,54448.0,67371.0,80899.0,95444.0,110824.0,127488.0,144005.0,160947.0,179374.0
5,35.0,434.0,1298.0,2595.0,4695.0,7202.0,11106.0,14709.0,19213.0,25757.0,33554.0,40987.0,49995.0,58860.0,68848.0,79517.0,92031.0,106100.0,122234.0,140851.0
6,87.0,502.0,1665.0,2825.0,4146.0,5502.0,7711.0,10920.0,15975.0,22059.0,27532.0,32895.0,40270.0,48280.0,56958.0,66585.0,77448.0,87654.0,98591.0,110659.0
7,626.0,2505.0,4851.0,7081.0,10713.0,14797.0,20040.0,25666.0,32618.0,40492.0,48119.0,55726.0,64937.0,74239.0,84007.0,94461.0,105829.0,118061.0,131224.0,145519.0
8,297.0,1092.0,2461.0,4212.0,6209.0,8031.0,10687.0,13288.0,16387.0,21165.0,26742.0,33459.0,42580.0,51797.0,62508.0,74603.0,87507.0,100304.0,114055.0,129216.0
9,77.0,722.0,1880.0,3202.0,5092.0,7047.0,10243.0,14016.0,18414.0,23153.0,28181.0,33773.0,41474.0,49340.0,56917.0,64591.0,73137.0,83881.0,96055.0,108822.0
10,156.0,389.0,783.0,1582.0,2719.0,4124.0,6816.0,9833.0,13482.0,18478.0,24111.0,30361.0,37446.0,44189.0,50755.0,57565.0,64831.0,73158.0,82442.0,92945.0
11,40.0,184.0,563.0,1512.0,3187.0,4926.0,7606.0,10197.0,12850.0,15808.0,19982.0,24763.0,30796.0,37481.0,44721.0,51935.0,59264.0,66602.0,75184.0,84648.0
12,5.0,46.0,186.0,498.0,934.0,1563.0,2879.0,4478.0,6493.0,9215.0,11676.0,14599.0,17719.0,20760.0,24435.0,27900.0,31599.0,35437.0,40454.0,48244.0
13,580.0,1852.0,3552.0,5365.0,7431.0,9419.0,11948.0,14261.0,16333.0,18700.0,21801.0,25767.0,30177.0,34325.0,39546.0,47489.0,58052.0,69194.0,81046.0,95370.0
14,375.0,1269.0,2376.0,3224.0,4137.0,5033.0,6426.0,8188.0,10620.0,14633.0,20807.0,28955.0,39702.0,51211.0,64353.0,78870.0,95100.0,112858.0,132636.0,155479.0
15,15.0,289.0,1297.0,3479.0,7020.0,10311.0,15046.0,20342.0,27633.0,37620.0,49238.0,60993.0,74550.0,87819.0,102099.0,117634.0,133613.0,150218.0,168381.0,189620.0
16,620.0,2417.0,5442.0,9546.0,15507.0,21599.0,29613.0,38605.0,49182.0,61552.0,74558.0,88246.0,103916.0,119617.0,137171.0,155464.0,175695.0,195858.0,216467.0,239379.0
17,881.0,3292.0,7513.0,13039.0,21013.0,29458.0,41455.0,54847.0,70283.0,88222.0,105578.0,123134.0,143461.0,163290.0,184620.0,206275.0,228888.0,252424.0,277116.0,303885.0
18,1442.0,5203.0,11652.0,19802.0,30982.0,42240.0,57902.0,75414.0,96418.0,120985.0,146447.0,172704.0,203045.0,232861.0,264420.0,296894.0,330514.0,363636.0,397475.0,433771.0
19,1235.0,4703.0,10743.0,18539.0,29612.0,41030.0,56711.0,73419.0,93074.0,116487.0,140943.0,166737.0,196455.0,225881.0,256512.0,285204.0,313149.0,339603.0,366895.0,396117.0
20,878.0,3353.0,7911.0,14056.0,23692.0,33219.0,46049.0,60227.0,77273.0,97281.0,117512.0,137850.0,161258.0,184139.0,208596.0,233633.0,259884.0,285851.0,312289.0,339891.0
21,1017.0,3884.0,8855.0,14945.0,23693.0,32193.0,43402.0,55563.0,68830.0,84196.0,100173.0,116907.0,137142.0,157057.0,178786.0,201591.0,225239.0,249107.0,275098.0,304776.0
22,783.0,2901.0,6749.0,11933.0,19379.0,26907.0,38091.0,49853.0,62675.0,77520.0,93554.0,110187.0,130161.0,150664.0,173373.0,196785.0,222279.0,249257.0,278134.0,310265.0
23,212.0,783.0,1915.0,3959.0,8111.0,13861.0,22679.0,31752.0,41946.0,54009.0,66731.0,80464.0,97693.0,115568.0,136423.0,159352.0,183624.0,208141.0,234389.0,265061.0
24,67.0,357.0,816.0,1613.0,3320.0,5514.0,9676.0,16473.0,26550.0,40736.0,58747.0,80177.0,108690.0,139885.0,175442.0,213213.0,255225.0,300739.0,350241.0,407242.0
