file,position,overlap_area
Reslice of 4,87,528.0
Reslice of 4,88,200.0
Reslice of 4,89,188.0
Reslice of 4,90,944.0
Reslice of 4,91,312.0
Reslice of 4,92,228.0
Reslice of 4,93,638.0
Reslice of 4,94,869.0
Reslice of 4,95,366.0
Reslice of 4,96,878.0
Reslice of 4,97,672.0
Reslice of 4,98,393.0
Reslice of 4,99,811.0
Reslice of 5,0,5400.0
Reslice of 5,1,5385.0
Reslice of 5,2,3612.0
Reslice of 5,3,1503.0
Reslice of 5,4,735.0
Reslice of 5,5,1762.0
Reslice of 5,6,498.0
Reslice of 5,7,3070.0
Reslice of 5,8,2456.0
Reslice of 5,9,8911.0
Reslice of 5,10,10878.0
Reslice of 5,11,11470.0
Reslice of 5,12,13885.0
Reslice of 5,13,13934.0
Reslice of 5,14,14004.0
Reslice of 5,15,15906.0
Reslice of 5,16,17915.0
Reslice of 5,17,18324.0
Reslice of 5,18,18083.0
Reslice of 5,19,16727.0
Reslice of 5,20,14712.0
Reslice of 5,21,13363.0
Reslice of 5,22,11111.0
Reslice of 5,23,8749.0
Reslice of 5,24,3834.0
Reslice of 5,25,3423.0
Reslice of 5,26,102.0
Reslice of 5,27,1752.0
Reslice of 5,28,595.0
Reslice of 5,29,1191.0
Reslice of 5,30,1208.0
Reslice of 5,31,2321.0
Reslice of 5,32,2947.0
Reslice of 5,33,2194.0
Reslice of 5,34,2519.0
Reslice of 5,35,1291.0
Reslice of 5,36,655.0
Reslice of 5,37,104.0
Reslice of 5,38,3423.0
Reslice of 5,39,651.0
Reslice of 5,40,526.0
Reslice of 5,41,549.0
Reslice of 5,42,635.0
Reslice of 5,43,1114.0
Reslice of 5,44,1496.0
Reslice of 5,45,1707.0
Reslice of 5,46,1012.0
Reslice of 5,47,2243.0
Reslice of 5,48,4311.0
Reslice of 5,49,6379.0
Reslice of 5,50,6821.0
Reslice of 5,51,5455.0
Reslice of 5,52,3697.0
Reslice of 5,53,2475.0
Reslice of 5,54,394.0
Reslice of 5,55,139.0
Reslice of 5,56,222.0
Reslice of 5,57,77.0
Reslice of 5,58,121.0
Reslice of 5,59,165.0
Reslice of 5,60,425.0
Reslice of 5,61,2687.0
Reslice of 5,62,549.0
Reslice of 5,63,141.0
Reslice of 5,64,295.0
Reslice of 5,65,547.0
Reslice of 5,66,1138.0
Reslice of 5,67,11115.0
Reslice of 5,68,612.0
Reslice of 5,69,2808.0
Reslice of 5,70,4207.0
Reslice of 5,71,4833.0
Reslice of 5,72,5352.0
Reslice of 5,73,3376.0
Reslice of 5,74,1932.0
Reslice of 5,75,412.0
Reslice of 5,76,142.0
Reslice of 5,77,98.0
Reslice of 5,78,668.0
Reslice of 5,79,1192.0
Reslice of 5,80,2813.0
Reslice of 5,81,2471.0
Reslice of 5,82,495.0
Reslice of 5,83,120.0
Reslice of 5,84,89.0
Reslice of 5,85,166.0
Reslice of 5,86,126.0
Reslice of 5,87,76.0
Reslice of 5,88,314.0
Reslice of 5,89,234.0
Reslice of 5,90,460.0
Reslice of 5,91,2110.0
Reslice of 5,92,7527.0
Reslice of 5,93,4189.0
Reslice of 5,94,1408.0
Reslice of 5,95,792.0
Reslice of 5,96,291.0
Reslice of 5,97,591.0
Reslice of 5,98,326.0
Reslice of 5,99,1769.0
Reslice of 6,0,3461.0
Reslice of 6,1,4105.0
Reslice of 6,2,137.0
Reslice of 6,3,35.0
Reslice of 6,4,163.0
Reslice of 6,5,54.0
Reslice of 6,6,18.0
Reslice of 6,7,611.0
Reslice of 6,8,17.0
Reslice of 6,9,234.0
Reslice of 6,10,68.0
Reslice of 6,11,268.0
Reslice of 6,12,462.0
Reslice of 6,13,1280.0
Reslice of 6,14,1905.0
Reslice of 6,15,7098.0
Reslice of 6,16,42.0
Reslice of 6,17,51.0
Reslice of 6,18,64.0
Reslice of 6,19,1579.0
Reslice of 6,20,5746.0
Reslice of 6,21,7133.0
Reslice of 6,22,7727.0
Reslice of 6,23,10522.0
Reslice of 6,24,8335.0
Reslice of 6,25,2144.0
Reslice of 6,26,5123.0
Reslice of 6,27,5079.0
Reslice of 6,28,5541.0
Reslice of 6,29,3834.0
Reslice of 6,30,1169.0
Reslice of 6,31,137.0
Reslice of 6,32,219.0
Reslice of 6,33,448.0
Reslice of 6,34,460.0
Reslice of 6,35,133.0
Reslice of 6,36,67.0
Reslice of 6,37,191.0
Reslice of 6,38,122.0
Reslice of 6,39,160.0
Reslice of 6,40,214.0
Reslice of 6,41,157.0
Reslice of 6,42,111.0
Reslice of 6,43,288.0
Reslice of 6,44,11.0
Reslice of 6,45,10.0
Reslice of 6,46,202.0
Reslice of 6,47,2236.0
Reslice of 6,48,4062.0
Reslice of 6,49,3345.0
Reslice of 6,50,1213.0
