file,position,overlap_area
Reslice of 6,36,875.0
Reslice of 6,37,2982.0
Reslice of 6,38,697.0
Reslice of 6,39,1042.0
Reslice of 6,40,1394.0
Reslice of 6,41,4395.0
Reslice of 6,42,1506.0
Reslice of 6,43,1975.0
Reslice of 6,44,109.0
Reslice of 6,45,574.0
Reslice of 6,46,4516.0
Reslice of 6,47,14667.0
Reslice of 6,48,31507.0
Reslice of 6,49,66083.0
Reslice of 6,50,8752.0
Reslice of 6,51,1824.0
Reslice of 6,52,2208.0
Reslice of 6,53,6815.0
Reslice of 6,54,1185.0
Reslice of 6,55,3172.0
Reslice of 6,56,46976.0
Reslice of 6,57,22161.0
Reslice of 6,58,39484.0
Reslice of 6,59,19570.0
Reslice of 6,60,458.0
Reslice of 6,61,9422.0
Reslice of 6,62,8092.0
Reslice of 6,63,839.0
Reslice of 6,64,25675.0
Reslice of 6,65,50568.0
Reslice of 6,66,12826.0
Reslice of 6,67,2188.0
Reslice of 6,68,740.0
Reslice of 6,69,2366.0
Reslice of 6,70,2571.0
Reslice of 6,71,1756.0
Reslice of 6,72,930.0
Reslice of 6,73,1758.0
Reslice of 6,74,3409.0
Reslice of 6,75,3928.0
Reslice of 6,76,1878.0
Reslice of 6,77,1575.0
Reslice of 6,78,2247.0
Reslice of 6,79,1765.0
Reslice of 6,80,4671.0
Reslice of 6,81,2986.0
Reslice of 6,82,438.0
Reslice of 6,83,21203.0
Reslice of 6,84,15927.0
Reslice of 6,85,28203.0
Reslice of 6,86,3788.0
Reslice of 6,87,5024.0
Reslice of 6,88,486.0
Reslice of 6,89,7652.0
Reslice of 6,90,5460.0
Reslice of 6,91,2003.0
Reslice of 6,92,1385.0
Reslice of 6,93,2315.0
Reslice of 6,94,9362.0
Reslice of 6,95,16059.0
Reslice of 6,96,6525.0
Reslice of 6,97,619.0
Reslice of 6,98,1240.0
Reslice of 6,99,1696.0
Reslice of 7,0,6812.0
Reslice of 7,1,560.0
Reslice of 7,2,5374.0
Reslice of 7,3,10466.0
Reslice of 7,4,26246.0
Reslice of 7,5,31521.0
Reslice of 7,6,2103.0
Reslice of 7,7,2007.0
Reslice of 7,8,1466.0
Reslice of 7,9,3416.0
Reslice of 7,10,138.0
Reslice of 7,11,778.0
Reslice of 7,12,14205.0
Reslice of 7,13,3586.0
Reslice of 7,14,6520.0
Reslice of 7,15,15239.0
Reslice of 7,16,20304.0
Reslice of 7,17,31885.0
Reslice of 7,18,72161.0
Reslice of 7,19,67841.0
Reslice of 7,20,63101.0
Reslice of 7,21,63737.0
Reslice of 7,22,65935.0
Reslice of 7,23,67564.0
Reslice of 7,24,57340.0
Reslice of 7,25,3125.0
Reslice of 7,26,4178.0
Reslice of 7,27,3218.0
Reslice of 7,28,2425.0
Reslice of 7,29,87085.0
Reslice of 7,30,53517.0
Reslice of 7,31,4122.0
Reslice of 7,32,22510.0
Reslice of 7,33,10712.0
Reslice of 7,34,6944.0
Reslice of 7,35,5311.0
Reslice of 7,36,6120.0
Reslice of 7,37,4145.0
Reslice of 7,38,5889.0
Reslice of 7,39,36873.0
Reslice of 7,40,2174.0
Reslice of 7,41,2449.0
Reslice of 7,42,1711.0
Reslice of 7,43,719.0
Reslice of 7,44,761.0
Reslice of 7,45,3373.0
Reslice of 7,46,2130.0
Reslice of 7,47,4244.0
Reslice of 7,48,226.0
Reslice of 7,49,141.0
Reslice of 7,50,4068.0
Reslice of 7,51,14959.0
Reslice of 7,52,2093.0
Reslice of 7,53,17180.0
Reslice of 7,54,16480.0
Reslice of 7,55,36558.0
Reslice of 7,56,12882.0
Reslice of 7,57,4579.0
Reslice of 7,58,2799.0
Reslice of 7,59,4666.0
Reslice of 7,60,5637.0
Reslice of 7,61,8082.0
Reslice of 7,62,16729.0
Reslice of 7,63,3355.0
Reslice of 7,64,4204.0
Reslice of 7,65,3510.0
Reslice of 7,66,1175.0
Reslice of 7,67,4712.0
Reslice of 7,68,10249.0
Reslice of 7,69,14135.0
Reslice of 7,70,6886.0
Reslice of 7,71,17683.0
Reslice of 7,72,17453.0
Reslice of 7,73,15247.0
Reslice of 7,74,6485.0
Reslice of 7,75,45514.0
Reslice of 7,76,236.0
Reslice of 7,77,3243.0
Reslice of 7,78,13944.0
Reslice of 7,79,27922.0
Reslice of 7,80,23059.0
Reslice of 7,81,15042.0
Reslice of 7,82,13687.0
Reslice of 7,83,5837.0
Reslice of 7,84,3401.0
Reslice of 7,85,3949.0
Reslice of 7,86,5679.0
Reslice of 7,87,6876.0
Reslice of 7,88,4889.0
